6/17/17,16:17:0,, ,, ,0.00,0.01,,4.02
6/17/17,16:18:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:19:0,, ,, ,0.00,1.07,,4.02
6/17/17,16:20:0,, ,, ,0.00,0.25,,4.02
6/17/17,16:21:9,, ,, ,0.00,0.53,,4.02
6/17/17,16:22:0,, ,, ,0.00,0.17,,4.02
6/17/17,16:23:0,, ,, ,0.00,0.28,,4.02
6/17/17,16:24:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:25:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:26:9,, ,, ,0.00,0.00,,4.03
6/17/17,16:27:0,, ,, ,0.00,0.00,,4.00
6/17/17,16:28:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:29:0,, ,, ,0.00,0.00,,4.03
6/17/17,16:30:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:31:45,8026.0478515625,W,3714.0822753906,N,639.60,0.00,,4.02
6/17/17,16:32:0,, ,, ,0.00,0.00,,4.08
6/17/17,16:33:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:34:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:35:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:36:9,, ,, ,0.00,0.00,,4.02
6/17/17,16:37:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:38:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:39:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:40:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:41:9,, ,, ,0.00,0.00,,4.02
6/17/17,16:42:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:43:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:44:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:45:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:46:11,8026.0478515625,W,3714.0822753906,N,639.60,0.00,,4.02
6/17/17,16:47:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:48:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:49:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:50:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:51:9,, ,, ,0.00,0.00,,4.02
6/17/17,16:52:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:53:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:54:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:55:0,, ,, ,0.00,0.04,,4.02
6/17/17,16:56:9,, ,, ,0.00,0.00,,4.02
6/17/17,16:57:0,, ,, ,0.00,0.07,,4.02
6/17/17,16:58:0,, ,, ,0.00,0.53,,4.02
6/17/17,16:59:0,, ,, ,0.00,0.20,,4.02
6/17/17,17:0:45,, ,, ,0.00,1.21,,4.02
6/17/17,17:2:0,8024.7905273438,W,3713.7783203125,N,634.00,0.24,,4.01
6/17/17,17:3:0,, ,, ,0.00,0.10,,4.01
6/17/17,17:4:0,, ,, ,0.00,0.53,,4.01
6/17/17,17:5:0,, ,, ,0.00,0.04,,4.01
6/17/17,17:6:9,, ,, ,0.00,0.00,,4.01
6/17/17,17:7:0,, ,, ,0.00,0.00,,4.01
6/17/17,17:8:0,, ,, ,0.00,0.00,,4.01
6/17/17,17:9:0,, ,, ,0.00,0.00,,4.10
6/17/17,17:10:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:11:9,, ,, ,0.00,0.00,,4.02
6/17/17,17:12:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:13:0,, ,, ,0.00,0.00,,4.01
6/17/17,17:14:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:15:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:16:10,8024.7905273438,W,3713.7783203125,N,634.00,0.00,,4.07
6/17/17,17:17:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:18:0,, ,, ,0.00,0.00,,4.01
6/17/17,17:19:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:20:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:21:9,, ,, ,0.00,0.00,,4.02
6/17/17,17:22:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:23:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:24:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:25:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:26:9,, ,, ,0.00,0.00,,4.02
6/17/17,17:27:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:28:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:29:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:30:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:31:32,8024.0239257812,W,3712.9653320312,N,663.30,0.00,,4.02
6/17/17,17:32:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:33:0,, ,, ,0.00,0.00,,4.02
6/17/17,17:34:0,, ,, ,0.00,0.00,,4.09
6/17/17,17:35:0,, ,, ,0.00,0.00,,4.01
6/17/17,17:36:9,, ,, ,0.00,0.00,,4.01
6/17/17,17:37:0,, ,, ,0.00,0.00,,4.03
